segment_uid,split,class,video_id,segment_id,num_frames,segment_path
train_Shooting_Shooting003_x264_seg_0004,train,Shooting,Shooting003_x264,seg_0004,16,/content/data/segments_16/train/Shooting/Shooting003_x264/seg_0004
train_Shooting_Shooting003_x264_seg_0005,train,Shooting,Shooting003_x264,seg_0005,16,/content/data/segments_16/train/Shooting/Shooting003_x264/seg_0005
train_Shooting_Shooting003_x264_seg_0006,train,Shooting,Shooting003_x264,seg_0006,16,/content/data/segments_16/train/Shooting/Shooting003_x264/seg_0006
train_Shooting_Shooting003_x264_seg_0007,train,Shooting,Shooting003_x264,seg_0007,16,/content/data/segments_16/train/Shooting/Shooting003_x264/seg_0007
train_Shooting_Shooting003_x264_seg_0008,train,Shooting,Shooting003_x264,seg_0008,16,/content/data/segments_16/train/Shooting/Shooting003_x264/seg_0008
train_Shooting_Shooting003_x264_seg_0009,train,Shooting,Shooting003_x264,seg_0009,16,/content/data/segments_16/train/Shooting/Shooting003_x264/seg_0009
train_Shooting_Shooting003_x264_seg_0010,train,Shooting,Shooting003_x264,seg_0010,16,/content/data/segments_16/train/Shooting/Shooting003_x264/seg_0010
train_Shooting_Shooting003_x264_seg_0011,train,Shooting,Shooting003_x264,seg_0011,16,/content/data/segments_16/train/Shooting/Shooting003_x264/seg_0011
train_Shooting_Shooting003_x264_seg_0012,train,Shooting,Shooting003_x264,seg_0012,16,/content/data/segments_16/train/Shooting/Shooting003_x264/seg_0012
train_Shooting_Shooting003_x264_seg_0013,train,Shooting,Shooting003_x264,seg_0013,16,/content/data/segments_16/train/Shooting/Shooting003_x264/seg_0013
train_Shoplifting_Shoplifting003_x264_seg_0000,train,Shoplifting,Shoplifting003_x264,seg_0000,16,/content/data/segments_16/train/Shoplifting/Shoplifting003_x264/seg_0000
train_Shoplifting_Shoplifting003_x264_seg_0001,train,Shoplifting,Shoplifting003_x264,seg_0001,16,/content/data/segments_16/train/Shoplifting/Shoplifting003_x264/seg_0001
train_Shoplifting_Shoplifting003_x264_seg_0002,train,Shoplifting,Shoplifting003_x264,seg_0002,16,/content/data/segments_16/train/Shoplifting/Shoplifting003_x264/seg_0002
train_Shoplifting_Shoplifting003_x264_seg_0003,train,Shoplifting,Shoplifting003_x264,seg_0003,16,/content/data/segments_16/train/Shoplifting/Shoplifting003_x264/seg_0003
train_Shoplifting_Shoplifting003_x264_seg_0004,train,Shoplifting,Shoplifting003_x264,seg_0004,16,/content/data/segments_16/train/Shoplifting/Shoplifting003_x264/seg_0004
train_Shoplifting_Shoplifting003_x264_seg_0005,train,Shoplifting,Shoplifting003_x264,seg_0005,16,/content/data/segments_16/train/Shoplifting/Shoplifting003_x264/seg_0005
train_Shoplifting_Shoplifting003_x264_seg_0006,train,Shoplifting,Shoplifting003_x264,seg_0006,16,/content/data/segments_16/train/Shoplifting/Shoplifting003_x264/seg_0006
train_Shoplifting_Shoplifting003_x264_seg_0007,train,Shoplifting,Shoplifting003_x264,seg_0007,16,/content/data/segments_16/train/Shoplifting/Shoplifting003_x264/seg_0007
train_Shoplifting_Shoplifting003_x264_seg_0008,train,Shoplifting,Shoplifting003_x264,seg_0008,16,/content/data/segments_16/train/Shoplifting/Shoplifting003_x264/seg_0008
train_Shoplifting_Shoplifting003_x264_seg_0009,train,Shoplifting,Shoplifting003_x264,seg_0009,16,/content/data/segments_16/train/Shoplifting/Shoplifting003_x264/seg_0009
train_Shoplifting_Shoplifting003_x264_seg_0010,train,Shoplifting,Shoplifting003_x264,seg_0010,16,/content/data/segments_16/train/Shoplifting/Shoplifting003_x264/seg_0010
train_Shoplifting_Shoplifting003_x264_seg_0011,train,Shoplifting,Shoplifting003_x264,seg_0011,16,/content/data/segments_16/train/Shoplifting/Shoplifting003_x264/seg_0011
train_Shoplifting_Shoplifting003_x264_seg_0012,train,Shoplifting,Shoplifting003_x264,seg_0012,16,/content/data/segments_16/train/Shoplifting/Shoplifting003_x264/seg_0012
train_Shoplifting_Shoplifting003_x264_seg_0013,train,Shoplifting,Shoplifting003_x264,seg_0013,16,/content/data/segments_16/train/Shoplifting/Shoplifting003_x264/seg_0013
train_Shoplifting_Shoplifting003_x264_seg_0014,train,Shoplifting,Shoplifting003_x264,seg_0014,16,/content/data/segments_16/train/Shoplifting/Shoplifting003_x264/seg_0014
train_Shoplifting_Shoplifting003_x264_seg_0015,train,Shoplifting,Shoplifting003_x264,seg_0015,16,/content/data/segments_16/train/Shoplifting/Shoplifting003_x264/seg_0015
train_Shoplifting_Shoplifting003_x264_seg_0016,train,Shoplifting,Shoplifting003_x264,seg_0016,16,/content/data/segments_16/train/Shoplifting/Shoplifting003_x264/seg_0016
train_Shoplifting_Shoplifting003_x264_seg_0017,train,Shoplifting,Shoplifting003_x264,seg_0017,16,/content/data/segments_16/train/Shoplifting/Shoplifting003_x264/seg_0017
train_Shoplifting_Shoplifting003_x264_seg_0018,train,Shoplifting,Shoplifting003_x264,seg_0018,16,/content/data/segments_16/train/Shoplifting/Shoplifting003_x264/seg_0018
train_Shoplifting_Shoplifting003_x264_seg_0019,train,Shoplifting,Shoplifting003_x264,seg_0019,16,/content/data/segments_16/train/Shoplifting/Shoplifting003_x264/seg_0019
train_Shoplifting_Shoplifting003_x264_seg_0020,train,Shoplifting,Shoplifting003_x264,seg_0020,16,/content/data/segments_16/train/Shoplifting/Shoplifting003_x264/seg_0020
train_Shoplifting_Shoplifting003_x264_seg_0021,train,Shoplifting,Shoplifting003_x264,seg_0021,16,/content/data/segments_16/train/Shoplifting/Shoplifting003_x264/seg_0021
train_Shoplifting_Shoplifting003_x264_seg_0022,train,Shoplifting,Shoplifting003_x264,seg_0022,16,/content/data/segments_16/train/Shoplifting/Shoplifting003_x264/seg_0022
train_Shoplifting_Shoplifting003_x264_seg_0023,train,Shoplifting,Shoplifting003_x264,seg_0023,16,/content/data/segments_16/train/Shoplifting/Shoplifting003_x264/seg_0023
train_Shoplifting_Shoplifting003_x264_seg_0024,train,Shoplifting,Shoplifting003_x264,seg_0024,16,/content/data/segments_16/train/Shoplifting/Shoplifting003_x264/seg_0024
train_Shoplifting_Shoplifting003_x264_seg_0025,train,Shoplifting,Shoplifting003_x264,seg_0025,16,/content/data/segments_16/train/Shoplifting/Shoplifting003_x264/seg_0025
train_Shoplifting_Shoplifting003_x264_seg_0026,train,Shoplifting,Shoplifting003_x264,seg_0026,16,/content/data/segments_16/train/Shoplifting/Shoplifting003_x264/seg_0026
train_Shoplifting_Shoplifting003_x264_seg_0027,train,Shoplifting,Shoplifting003_x264,seg_0027,16,/content/data/segments_16/train/Shoplifting/Shoplifting003_x264/seg_0027
train_Shoplifting_Shoplifting003_x264_seg_0028,train,Shoplifting,Shoplifting003_x264,seg_0028,16,/content/data/segments_16/train/Shoplifting/Shoplifting003_x264/seg_0028
train_Shoplifting_Shoplifting003_x264_seg_0029,train,Shoplifting,Shoplifting003_x264,seg_0029,16,/content/data/segments_16/train/Shoplifting/Shoplifting003_x264/seg_0029
train_Shoplifting_Shoplifting003_x264_seg_0030,train,Shoplifting,Shoplifting003_x264,seg_0030,16,/content/data/segments_16/train/Shoplifting/Shoplifting003_x264/seg_0030
train_Shoplifting_Shoplifting003_x264_seg_0031,train,Shoplifting,Shoplifting003_x264,seg_0031,16,/content/data/segments_16/train/Shoplifting/Shoplifting003_x264/seg_0031
train_Shoplifting_Shoplifting003_x264_seg_0032,train,Shoplifting,Shoplifting003_x264,seg_0032,16,/content/data/segments_16/train/Shoplifting/Shoplifting003_x264/seg_0032
train_Shoplifting_Shoplifting003_x264_seg_0033,train,Shoplifting,Shoplifting003_x264,seg_0033,16,/content/data/segments_16/train/Shoplifting/Shoplifting003_x264/seg_0033
train_Shoplifting_Shoplifting003_x264_seg_0034,train,Shoplifting,Shoplifting003_x264,seg_0034,16,/content/data/segments_16/train/Shoplifting/Shoplifting003_x264/seg_0034
train_Shoplifting_Shoplifting003_x264_seg_0035,train,Shoplifting,Shoplifting003_x264,seg_0035,16,/content/data/segments_16/train/Shoplifting/Shoplifting003_x264/seg_0035
train_Shoplifting_Shoplifting003_x264_seg_0036,train,Shoplifting,Shoplifting003_x264,seg_0036,16,/content/data/segments_16/train/Shoplifting/Shoplifting003_x264/seg_0036
train_Shoplifting_Shoplifting003_x264_seg_0037,train,Shoplifting,Shoplifting003_x264,seg_0037,16,/content/data/segments_16/train/Shoplifting/Shoplifting003_x264/seg_0037
train_Shoplifting_Shoplifting003_x264_seg_0038,train,Shoplifting,Shoplifting003_x264,seg_0038,16,/content/data/segments_16/train/Shoplifting/Shoplifting003_x264/seg_0038
train_Shoplifting_Shoplifting003_x264_seg_0039,train,Shoplifting,Shoplifting003_x264,seg_0039,16,/content/data/segments_16/train/Shoplifting/Shoplifting003_x264/seg_0039
train_Shoplifting_Shoplifting003_x264_seg_0040,train,Shoplifting,Shoplifting003_x264,seg_0040,16,/content/data/segments_16/train/Shoplifting/Shoplifting003_x264/seg_0040
train_Shoplifting_Shoplifting003_x264_seg_0041,train,Shoplifting,Shoplifting003_x264,seg_0041,16,/content/data/segments_16/train/Shoplifting/Shoplifting003_x264/seg_0041
train_Shoplifting_Shoplifting003_x264_seg_0042,train,Shoplifting,Shoplifting003_x264,seg_0042,16,/content/data/segments_16/train/Shoplifting/Shoplifting003_x264/seg_0042
train_Shoplifting_Shoplifting003_x264_seg_0043,train,Shoplifting,Shoplifting003_x264,seg_0043,16,/content/data/segments_16/train/Shoplifting/Shoplifting003_x264/seg_0043
train_Shoplifting_Shoplifting003_x264_seg_0044,train,Shoplifting,Shoplifting003_x264,seg_0044,16,/content/data/segments_16/train/Shoplifting/Shoplifting003_x264/seg_0044
train_Shoplifting_Shoplifting003_x264_seg_0045,train,Shoplifting,Shoplifting003_x264,seg_0045,16,/content/data/segments_16/train/Shoplifting/Shoplifting003_x264/seg_0045
train_Shoplifting_Shoplifting003_x264_seg_0046,train,Shoplifting,Shoplifting003_x264,seg_0046,16,/content/data/segments_16/train/Shoplifting/Shoplifting003_x264/seg_0046
train_Shoplifting_Shoplifting003_x264_seg_0047,train,Shoplifting,Shoplifting003_x264,seg_0047,16,/content/data/segments_16/train/Shoplifting/Shoplifting003_x264/seg_0047
train_Shoplifting_Shoplifting003_x264_seg_0048,train,Shoplifting,Shoplifting003_x264,seg_0048,16,/content/data/segments_16/train/Shoplifting/Shoplifting003_x264/seg_0048
train_Shoplifting_Shoplifting003_x264_seg_0049,train,Shoplifting,Shoplifting003_x264,seg_0049,16,/content/data/segments_16/train/Shoplifting/Shoplifting003_x264/seg_0049
train_Shoplifting_Shoplifting003_x264_seg_0050,train,Shoplifting,Shoplifting003_x264,seg_0050,16,/content/data/segments_16/train/Shoplifting/Shoplifting003_x264/seg_0050
train_Shoplifting_Shoplifting003_x264_seg_0051,train,Shoplifting,Shoplifting003_x264,seg_0051,16,/content/data/segments_16/train/Shoplifting/Shoplifting003_x264/seg_0051
train_Shoplifting_Shoplifting003_x264_seg_0052,train,Shoplifting,Shoplifting003_x264,seg_0052,16,/content/data/segments_16/train/Shoplifting/Shoplifting003_x264/seg_0052
train_Shoplifting_Shoplifting003_x264_seg_0053,train,Shoplifting,Shoplifting003_x264,seg_0053,16,/content/data/segments_16/train/Shoplifting/Shoplifting003_x264/seg_0053
train_Shoplifting_Shoplifting003_x264_seg_0054,train,Shoplifting,Shoplifting003_x264,seg_0054,16,/content/data/segments_16/train/Shoplifting/Shoplifting003_x264/seg_0054
train_Shoplifting_Shoplifting003_x264_seg_0055,train,Shoplifting,Shoplifting003_x264,seg_0055,16,/content/data/segments_16/train/Shoplifting/Shoplifting003_x264/seg_0055
train_Shoplifting_Shoplifting003_x264_seg_0056,train,Shoplifting,Shoplifting003_x264,seg_0056,16,/content/data/segments_16/train/Shoplifting/Shoplifting003_x264/seg_0056
train_Shoplifting_Shoplifting003_x264_seg_0057,train,Shoplifting,Shoplifting003_x264,seg_0057,16,/content/data/segments_16/train/Shoplifting/Shoplifting003_x264/seg_0057
train_Shoplifting_Shoplifting003_x264_seg_0058,train,Shoplifting,Shoplifting003_x264,seg_0058,16,/content/data/segments_16/train/Shoplifting/Shoplifting003_x264/seg_0058
train_Shoplifting_Shoplifting003_x264_seg_0059,train,Shoplifting,Shoplifting003_x264,seg_0059,16,/content/data/segments_16/train/Shoplifting/Shoplifting003_x264/seg_0059
train_Shoplifting_Shoplifting003_x264_seg_0060,train,Shoplifting,Shoplifting003_x264,seg_0060,16,/content/data/segments_16/train/Shoplifting/Shoplifting003_x264/seg_0060
train_Shoplifting_Shoplifting003_x264_seg_0061,train,Shoplifting,Shoplifting003_x264,seg_0061,16,/content/data/segments_16/train/Shoplifting/Shoplifting003_x264/seg_0061
train_Shoplifting_Shoplifting003_x264_seg_0062,train,Shoplifting,Shoplifting003_x264,seg_0062,16,/content/data/segments_16/train/Shoplifting/Shoplifting003_x264/seg_0062
train_Shoplifting_Shoplifting003_x264_seg_0063,train,Shoplifting,Shoplifting003_x264,seg_0063,16,/content/data/segments_16/train/Shoplifting/Shoplifting003_x264/seg_0063
train_Shoplifting_Shoplifting003_x264_seg_0064,train,Shoplifting,Shoplifting003_x264,seg_0064,16,/content/data/segments_16/train/Shoplifting/Shoplifting003_x264/seg_0064
train_Shoplifting_Shoplifting003_x264_seg_0065,train,Shoplifting,Shoplifting003_x264,seg_0065,16,/content/data/segments_16/train/Shoplifting/Shoplifting003_x264/seg_0065
train_Shoplifting_Shoplifting003_x264_seg_0066,train,Shoplifting,Shoplifting003_x264,seg_0066,16,/content/data/segments_16/train/Shoplifting/Shoplifting003_x264/seg_0066
train_Shoplifting_Shoplifting006_x264_seg_0000,train,Shoplifting,Shoplifting006_x264,seg_0000,16,/content/data/segments_16/train/Shoplifting/Shoplifting006_x264/seg_0000
train_Shoplifting_Shoplifting006_x264_seg_0001,train,Shoplifting,Shoplifting006_x264,seg_0001,16,/content/data/segments_16/train/Shoplifting/Shoplifting006_x264/seg_0001
train_Shoplifting_Shoplifting006_x264_seg_0002,train,Shoplifting,Shoplifting006_x264,seg_0002,16,/content/data/segments_16/train/Shoplifting/Shoplifting006_x264/seg_0002
train_Shoplifting_Shoplifting006_x264_seg_0003,train,Shoplifting,Shoplifting006_x264,seg_0003,16,/content/data/segments_16/train/Shoplifting/Shoplifting006_x264/seg_0003
train_Shoplifting_Shoplifting006_x264_seg_0004,train,Shoplifting,Shoplifting006_x264,seg_0004,16,/content/data/segments_16/train/Shoplifting/Shoplifting006_x264/seg_0004
train_Shoplifting_Shoplifting006_x264_seg_0005,train,Shoplifting,Shoplifting006_x264,seg_0005,16,/content/data/segments_16/train/Shoplifting/Shoplifting006_x264/seg_0005
train_Shoplifting_Shoplifting006_x264_seg_0006,train,Shoplifting,Shoplifting006_x264,seg_0006,16,/content/data/segments_16/train/Shoplifting/Shoplifting006_x264/seg_0006
train_Shoplifting_Shoplifting006_x264_seg_0007,train,Shoplifting,Shoplifting006_x264,seg_0007,16,/content/data/segments_16/train/Shoplifting/Shoplifting006_x264/seg_0007
train_Shoplifting_Shoplifting006_x264_seg_0008,train,Shoplifting,Shoplifting006_x264,seg_0008,16,/content/data/segments_16/train/Shoplifting/Shoplifting006_x264/seg_0008
train_Shoplifting_Shoplifting006_x264_seg_0009,train,Shoplifting,Shoplifting006_x264,seg_0009,16,/content/data/segments_16/train/Shoplifting/Shoplifting006_x264/seg_0009
train_Shoplifting_Shoplifting006_x264_seg_0010,train,Shoplifting,Shoplifting006_x264,seg_0010,16,/content/data/segments_16/train/Shoplifting/Shoplifting006_x264/seg_0010
train_Shoplifting_Shoplifting006_x264_seg_0011,train,Shoplifting,Shoplifting006_x264,seg_0011,16,/content/data/segments_16/train/Shoplifting/Shoplifting006_x264/seg_0011
train_Shoplifting_Shoplifting006_x264_seg_0012,train,Shoplifting,Shoplifting006_x264,seg_0012,16,/content/data/segments_16/train/Shoplifting/Shoplifting006_x264/seg_0012
train_Shoplifting_Shoplifting006_x264_seg_0013,train,Shoplifting,Shoplifting006_x264,seg_0013,16,/content/data/segments_16/train/Shoplifting/Shoplifting006_x264/seg_0013
train_Shoplifting_Shoplifting006_x264_seg_0014,train,Shoplifting,Shoplifting006_x264,seg_0014,16,/content/data/segments_16/train/Shoplifting/Shoplifting006_x264/seg_0014
train_Shoplifting_Shoplifting006_x264_seg_0015,train,Shoplifting,Shoplifting006_x264,seg_0015,16,/content/data/segments_16/train/Shoplifting/Shoplifting006_x264/seg_0015
train_Shoplifting_Shoplifting006_x264_seg_0016,train,Shoplifting,Shoplifting006_x264,seg_0016,16,/content/data/segments_16/train/Shoplifting/Shoplifting006_x264/seg_0016
train_Shoplifting_Shoplifting006_x264_seg_0017,train,Shoplifting,Shoplifting006_x264,seg_0017,16,/content/data/segments_16/train/Shoplifting/Shoplifting006_x264/seg_0017
train_Shoplifting_Shoplifting006_x264_seg_0018,train,Shoplifting,Shoplifting006_x264,seg_0018,16,/content/data/segments_16/train/Shoplifting/Shoplifting006_x264/seg_0018
train_Stealing_Stealing002_x264_seg_0000,train,Stealing,Stealing002_x264,seg_0000,16,/content/data/segments_16/train/Stealing/Stealing002_x264/seg_0000
train_Stealing_Stealing002_x264_seg_0001,train,Stealing,Stealing002_x264,seg_0001,16,/content/data/segments_16/train/Stealing/Stealing002_x264/seg_0001
train_Stealing_Stealing002_x264_seg_0002,train,Stealing,Stealing002_x264,seg_0002,16,/content/data/segments_16/train/Stealing/Stealing002_x264/seg_0002
train_Stealing_Stealing002_x264_seg_0003,train,Stealing,Stealing002_x264,seg_0003,16,/content/data/segments_16/train/Stealing/Stealing002_x264/seg_0003
train_Stealing_Stealing002_x264_seg_0004,train,Stealing,Stealing002_x264,seg_0004,16,/content/data/segments_16/train/Stealing/Stealing002_x264/seg_0004
train_Stealing_Stealing002_x264_seg_0005,train,Stealing,Stealing002_x264,seg_0005,16,/content/data/segments_16/train/Stealing/Stealing002_x264/seg_0005
train_Stealing_Stealing002_x264_seg_0006,train,Stealing,Stealing002_x264,seg_0006,16,/content/data/segments_16/train/Stealing/Stealing002_x264/seg_0006
train_Stealing_Stealing002_x264_seg_0007,train,Stealing,Stealing002_x264,seg_0007,16,/content/data/segments_16/train/Stealing/Stealing002_x264/seg_0007
train_Stealing_Stealing002_x264_seg_0008,train,Stealing,Stealing002_x264,seg_0008,16,/content/data/segments_16/train/Stealing/Stealing002_x264/seg_0008
train_Stealing_Stealing002_x264_seg_0009,train,Stealing,Stealing002_x264,seg_0009,16,/content/data/segments_16/train/Stealing/Stealing002_x264/seg_0009
train_Stealing_Stealing002_x264_seg_0010,train,Stealing,Stealing002_x264,seg_0010,16,/content/data/segments_16/train/Stealing/Stealing002_x264/seg_0010
train_Stealing_Stealing002_x264_seg_0011,train,Stealing,Stealing002_x264,seg_0011,16,/content/data/segments_16/train/Stealing/Stealing002_x264/seg_0011
train_Stealing_Stealing002_x264_seg_0012,train,Stealing,Stealing002_x264,seg_0012,16,/content/data/segments_16/train/Stealing/Stealing002_x264/seg_0012
train_Stealing_Stealing002_x264_seg_0013,train,Stealing,Stealing002_x264,seg_0013,16,/content/data/segments_16/train/Stealing/Stealing002_x264/seg_0013
train_Stealing_Stealing002_x264_seg_0014,train,Stealing,Stealing002_x264,seg_0014,16,/content/data/segments_16/train/Stealing/Stealing002_x264/seg_0014
train_Stealing_Stealing002_x264_seg_0015,train,Stealing,Stealing002_x264,seg_0015,16,/content/data/segments_16/train/Stealing/Stealing002_x264/seg_0015
train_Stealing_Stealing002_x264_seg_0016,train,Stealing,Stealing002_x264,seg_0016,16,/content/data/segments_16/train/Stealing/Stealing002_x264/seg_0016
train_Stealing_Stealing002_x264_seg_0017,train,Stealing,Stealing002_x264,seg_0017,16,/content/data/segments_16/train/Stealing/Stealing002_x264/seg_0017
train_Stealing_Stealing002_x264_seg_0018,train,Stealing,Stealing002_x264,seg_0018,16,/content/data/segments_16/train/Stealing/Stealing002_x264/seg_0018
train_Stealing_Stealing002_x264_seg_0019,train,Stealing,Stealing002_x264,seg_0019,16,/content/data/segments_16/train/Stealing/Stealing002_x264/seg_0019
train_Stealing_Stealing002_x264_seg_0020,train,Stealing,Stealing002_x264,seg_0020,16,/content/data/segments_16/train/Stealing/Stealing002_x264/seg_0020
train_Stealing_Stealing002_x264_seg_0021,train,Stealing,Stealing002_x264,seg_0021,16,/content/data/segments_16/train/Stealing/Stealing002_x264/seg_0021
train_Stealing_Stealing003_x264_seg_0000,train,Stealing,Stealing003_x264,seg_0000,16,/content/data/segments_16/train/Stealing/Stealing003_x264/seg_0000
train_Stealing_Stealing003_x264_seg_0001,train,Stealing,Stealing003_x264,seg_0001,16,/content/data/segments_16/train/Stealing/Stealing003_x264/seg_0001
train_Stealing_Stealing003_x264_seg_0002,train,Stealing,Stealing003_x264,seg_0002,16,/content/data/segments_16/train/Stealing/Stealing003_x264/seg_0002
train_Stealing_Stealing003_x264_seg_0003,train,Stealing,Stealing003_x264,seg_0003,16,/content/data/segments_16/train/Stealing/Stealing003_x264/seg_0003
train_Stealing_Stealing003_x264_seg_0004,train,Stealing,Stealing003_x264,seg_0004,16,/content/data/segments_16/train/Stealing/Stealing003_x264/seg_0004
train_Stealing_Stealing003_x264_seg_0005,train,Stealing,Stealing003_x264,seg_0005,16,/content/data/segments_16/train/Stealing/Stealing003_x264/seg_0005
train_Stealing_Stealing003_x264_seg_0006,train,Stealing,Stealing003_x264,seg_0006,16,/content/data/segments_16/train/Stealing/Stealing003_x264/seg_0006
train_Stealing_Stealing003_x264_seg_0007,train,Stealing,Stealing003_x264,seg_0007,16,/content/data/segments_16/train/Stealing/Stealing003_x264/seg_0007
train_Stealing_Stealing003_x264_seg_0008,train,Stealing,Stealing003_x264,seg_0008,16,/content/data/segments_16/train/Stealing/Stealing003_x264/seg_0008
train_Stealing_Stealing003_x264_seg_0009,train,Stealing,Stealing003_x264,seg_0009,16,/content/data/segments_16/train/Stealing/Stealing003_x264/seg_0009
train_Stealing_Stealing003_x264_seg_0010,train,Stealing,Stealing003_x264,seg_0010,16,/content/data/segments_16/train/Stealing/Stealing003_x264/seg_0010
train_Stealing_Stealing003_x264_seg_0011,train,Stealing,Stealing003_x264,seg_0011,16,/content/data/segments_16/train/Stealing/Stealing003_x264/seg_0011
train_Stealing_Stealing003_x264_seg_0012,train,Stealing,Stealing003_x264,seg_0012,16,/content/data/segments_16/train/Stealing/Stealing003_x264/seg_0012
train_Stealing_Stealing003_x264_seg_0013,train,Stealing,Stealing003_x264,seg_0013,16,/content/data/segments_16/train/Stealing/Stealing003_x264/seg_0013
train_Stealing_Stealing003_x264_seg_0014,train,Stealing,Stealing003_x264,seg_0014,16,/content/data/segments_16/train/Stealing/Stealing003_x264/seg_0014
train_Stealing_Stealing003_x264_seg_0015,train,Stealing,Stealing003_x264,seg_0015,16,/content/data/segments_16/train/Stealing/Stealing003_x264/seg_0015
train_Stealing_Stealing003_x264_seg_0016,train,Stealing,Stealing003_x264,seg_0016,16,/content/data/segments_16/train/Stealing/Stealing003_x264/seg_0016
train_Stealing_Stealing003_x264_seg_0017,train,Stealing,Stealing003_x264,seg_0017,16,/content/data/segments_16/train/Stealing/Stealing003_x264/seg_0017
train_Stealing_Stealing003_x264_seg_0018,train,Stealing,Stealing003_x264,seg_0018,16,/content/data/segments_16/train/Stealing/Stealing003_x264/seg_0018
train_Stealing_Stealing003_x264_seg_0019,train,Stealing,Stealing003_x264,seg_0019,16,/content/data/segments_16/train/Stealing/Stealing003_x264/seg_0019
train_Stealing_Stealing003_x264_seg_0020,train,Stealing,Stealing003_x264,seg_0020,16,/content/data/segments_16/train/Stealing/Stealing003_x264/seg_0020
train_Stealing_Stealing003_x264_seg_0021,train,Stealing,Stealing003_x264,seg_0021,16,/content/data/segments_16/train/Stealing/Stealing003_x264/seg_0021
train_Vandalism_Vandalism001_x264_seg_0000,train,Vandalism,Vandalism001_x264,seg_0000,16,/content/data/segments_16/train/Vandalism/Vandalism001_x264/seg_0000
train_Vandalism_Vandalism001_x264_seg_0001,train,Vandalism,Vandalism001_x264,seg_0001,16,/content/data/segments_16/train/Vandalism/Vandalism001_x264/seg_0001
train_Vandalism_Vandalism001_x264_seg_0002,train,Vandalism,Vandalism001_x264,seg_0002,16,/content/data/segments_16/train/Vandalism/Vandalism001_x264/seg_0002
train_Vandalism_Vandalism001_x264_seg_0003,train,Vandalism,Vandalism001_x264,seg_0003,16,/content/data/segments_16/train/Vandalism/Vandalism001_x264/seg_0003
train_Vandalism_Vandalism001_x264_seg_0004,train,Vandalism,Vandalism001_x264,seg_0004,16,/content/data/segments_16/train/Vandalism/Vandalism001_x264/seg_0004
train_Vandalism_Vandalism001_x264_seg_0005,train,Vandalism,Vandalism001_x264,seg_0005,16,/content/data/segments_16/train/Vandalism/Vandalism001_x264/seg_0005
train_Vandalism_Vandalism001_x264_seg_0006,train,Vandalism,Vandalism001_x264,seg_0006,16,/content/data/segments_16/train/Vandalism/Vandalism001_x264/seg_0006
train_Vandalism_Vandalism001_x264_seg_0007,train,Vandalism,Vandalism001_x264,seg_0007,16,/content/data/segments_16/train/Vandalism/Vandalism001_x264/seg_0007
train_Vandalism_Vandalism001_x264_seg_0008,train,Vandalism,Vandalism001_x264,seg_0008,16,/content/data/segments_16/train/Vandalism/Vandalism001_x264/seg_0008
train_Vandalism_Vandalism002_x264_seg_0000,train,Vandalism,Vandalism002_x264,seg_0000,16,/content/data/segments_16/train/Vandalism/Vandalism002_x264/seg_0000
train_Vandalism_Vandalism002_x264_seg_0001,train,Vandalism,Vandalism002_x264,seg_0001,16,/content/data/segments_16/train/Vandalism/Vandalism002_x264/seg_0001
train_Vandalism_Vandalism002_x264_seg_0002,train,Vandalism,Vandalism002_x264,seg_0002,16,/content/data/segments_16/train/Vandalism/Vandalism002_x264/seg_0002
train_Vandalism_Vandalism002_x264_seg_0003,train,Vandalism,Vandalism002_x264,seg_0003,16,/content/data/segments_16/train/Vandalism/Vandalism002_x264/seg_0003
train_Vandalism_Vandalism002_x264_seg_0004,train,Vandalism,Vandalism002_x264,seg_0004,16,/content/data/segments_16/train/Vandalism/Vandalism002_x264/seg_0004
train_Vandalism_Vandalism002_x264_seg_0005,train,Vandalism,Vandalism002_x264,seg_0005,16,/content/data/segments_16/train/Vandalism/Vandalism002_x264/seg_0005
train_Vandalism_Vandalism002_x264_seg_0006,train,Vandalism,Vandalism002_x264,seg_0006,16,/content/data/segments_16/train/Vandalism/Vandalism002_x264/seg_0006
train_Vandalism_Vandalism002_x264_seg_0007,train,Vandalism,Vandalism002_x264,seg_0007,16,/content/data/segments_16/train/Vandalism/Vandalism002_x264/seg_0007
train_Vandalism_Vandalism002_x264_seg_0008,train,Vandalism,Vandalism002_x264,seg_0008,16,/content/data/segments_16/train/Vandalism/Vandalism002_x264/seg_0008
train_Vandalism_Vandalism002_x264_seg_0009,train,Vandalism,Vandalism002_x264,seg_0009,16,/content/data/segments_16/train/Vandalism/Vandalism002_x264/seg_0009
train_Vandalism_Vandalism002_x264_seg_0010,train,Vandalism,Vandalism002_x264,seg_0010,16,/content/data/segments_16/train/Vandalism/Vandalism002_x264/seg_0010
test_Abuse_Abuse028_x264_seg_0000,test,Abuse,Abuse028_x264,seg_0000,16,/content/data/segments_16/test/Abuse/Abuse028_x264/seg_0000
test_Abuse_Abuse028_x264_seg_0001,test,Abuse,Abuse028_x264,seg_0001,16,/content/data/segments_16/test/Abuse/Abuse028_x264/seg_0001
test_Abuse_Abuse028_x264_seg_0002,test,Abuse,Abuse028_x264,seg_0002,16,/content/data/segments_16/test/Abuse/Abuse028_x264/seg_0002
test_Abuse_Abuse028_x264_seg_0003,test,Abuse,Abuse028_x264,seg_0003,16,/content/data/segments_16/test/Abuse/Abuse028_x264/seg_0003
